PROCESS_UUID	PROCESS_NAME	FLOW_UUID	FLOW_NAME	UNIT
58c7df50-c901-3025-bed4-944fc78201ab	chlorine, gaseous, membrane cell, at plant	8f7f5188-b9d8-375a-869a-6a886610fc7d	chlorine, gaseous, membrane cell, at plant	kg
b38b6f57-1ccb-3a32-8cd7-294cd260d18a	printed wiring board, mounted, Laptop PC mainboard, at plant	a8997d09-1ede-3a7d-b090-7d57da13aca0	printed wiring board, mounted, Laptop PC mainboard, at plant	kg
105f08e1-6c88-3339-9e3f-856744269d00	weeving, bast fibres	d79548c5-6b7b-39ed-87b3-93fda076f0aa	weeving, bast fibres	kg
0f78eabb-f26d-341f-a254-fd667f7486b9	hard coal, at regional storage	526a1d49-bcb3-3315-bbe7-7e8a9dca1d1f	hard coal, at regional storage	kg
8c248305-f766-3e34-b86e-adb6827de4c5	soy beans IP, at farm	25d53697-09a1-3647-8133-bd8d96afc893	soy beans IP, at farm	kg
443154e4-6219-36ad-80e3-3db4dcb2f45c	crushing, rock	7ebd5f8a-a297-3432-bb8f-859adaa18737	crushing, rock	kg
1268b411-e98d-3771-955d-38d1f806a3f9	carboxymethyl cellulose, powder, at plant	01a37b1f-11aa-3c90-97a4-d94fda9c36aa	carboxymethyl cellulose, powder, at plant	kg
edd2bc23-e9e7-3b43-b65e-af9670b90a9a	Li salt, hydrometallurgical processing Li-ion batteries, at plant	1e863a21-f7e3-3595-9f7d-713e29cc64b2	Li salt, hydrometallurgical processing Li-ion batteries, at plant	kg
05b0d5fb-dfeb-38d0-a3d1-4facf41506f6	aluminium oxide, at plant	5f6caf8a-c47b-3ae3-b0b0-b72b50332c08	aluminium oxide, at plant	kg
51687616-c92b-3be0-bae9-f27002b4ae5a	pendimethalin, at regional storage	6a094e3c-ca44-323b-b0fa-601e0debe4e9	pendimethalin, at regional storage	kg
305b043f-4517-30be-b33a-c69f781df14c	disposal, building, fibre board, to final disposal	1c76216b-f311-3923-8e29-9e4b55d01c85	disposal, building, fibre board, to final disposal	kg
14746429-d38a-3148-9e0d-85ee6e6a913c	grass silage IP, at farm	c0b57f2f-9654-3339-9731-e63b0d37631f	grass silage IP, at farm	kg
9ddb4b4e-7413-37e3-ab6f-90f6786508ca	propachlor, at regional storehouse	1c7f4ba4-3a25-372b-822b-f2f491ccd15b	propachlor, at regional storehouse	kg
c272000a-0847-36f3-a102-59c521ed5df9	adipic acid, at plant	459add70-894e-3417-8296-f7d0478eba72	adipic acid, at plant	kg
25a09522-7749-3122-8f3f-8c68f747942d	palm oil, at oil mill	29d85b5d-99fe-329b-a0ea-dee480703aae	palm oil, at oil mill	kg
5182340a-5e2c-34d4-a4f4-7d1d2fa5d623	waste paper, sorted, for further treatment	ebc825e3-6ba1-3a95-9f1a-69d562fd132c	waste paper, sorted, for further treatment	kg
ad48c270-224e-3db4-bd59-4cfc4b1b4b7f	MCPA, at regional storehouse	ece04750-ee76-339e-bcb5-d6dc64726fe8	MCPA, at regional storehouse	kg
f722c842-193a-3328-bf7d-a55118fed493	wheat seed organic, at regional storehouse	3570cd53-95a5-3f63-b77c-92410ff50566	wheat seed organic, at regional storehouse	kg
21a21176-8d11-3c1f-972f-f6cfec9272c0	1,1-dimethylcyclopentane, from naphtha, at plant	675564c6-14e3-3f59-9bcc-13ca02f22952	1,1-dimethylcyclopentane, from naphtha, at plant	kg
aad0ed44-92a7-30e4-8d24-9a767ae9da2c	deep drawing, steel, 10000 kN press, single stroke operation	56dbe544-19c4-33ba-a2b8-c7d9699322fe	deep drawing, steel, 10000 kN press, single stroke operation	kg
f2726771-8454-36b6-b94c-b457e0558eff	chassis, network main devices	72a94b43-70e9-34cf-b78f-8c075a1211e4	chassis, network main devices	kg
18a24191-0ceb-3988-8581-0d4579870518	kraft paper, bleached, at plant	7b3e1558-d3a9-3e62-b66f-711e873b2943	kraft paper, bleached, at plant	kg
d0dd1e7b-6354-3eb3-8fca-b2c5b5a09bf0	phosphorous pentachloride, at plant	82e104bc-1163-35df-ba22-93288719e72a	phosphorous pentachloride, at plant	kg
8bb3b4f1-deb1-3634-8e43-2a30a61145f6	fatty alcohol sulfate, palm oil, at plant	e70ce007-c6ce-3fa4-96b6-09b366ca7288	fatty alcohol sulfate, palm oil, at plant	kg
f2f4c9ab-f6cc-3363-8d4d-6ef3ba0ba0b5	polyphenylene sulfide, at plant	3e340efe-ac5c-39d9-89d4-decd053b3446	polyphenylene sulfide, at plant	kg
ecdaf36b-d959-3800-9a3c-28d93c492ca5	corrugated board base paper, wellenstoff, at plant	2ce3da93-0618-3f3c-83c6-d9d309a154c0	corrugated board base paper, wellenstoff, at plant	kg
c3cef5a1-cda9-3be7-9cb7-33b621324bc8	dimethylacetamide, at plant	bc416937-3010-355c-a9d0-467a6ba8fd03	dimethylacetamide, at plant	kg
e19b7131-b254-3d2b-aa0d-ed91ca05d3b5	process-specific burdens, inert material landfill	84f9e234-576b-3adb-94ab-226af480eea2	process-specific burdens, inert material landfill	kg
a6b2bdac-eb13-3cf6-8b67-b1e8e6746adf	refractory, basic, packed, at plant	9c84ee39-057b-352a-92b3-a33cba18785d	refractory, basic, packed, at plant	kg
4cc54771-34c2-3882-90c5-8edc63b8bef0	panel glass, CRT screen, at plant	0537f971-753c-3107-b7a3-0a96d37d151e	panel glass, CRT screen, at plant	kg
6f040cbc-5d90-3f4f-8642-ea0e2ca07aa7	ferromanganese, high-coal, 74.5% Mn, at regional storage	6494484f-3145-3063-b48b-b34a2f0b8e6d	ferromanganese, high-coal, 74.5% Mn, at regional storage	kg
7bae3589-07de-33af-981a-0db85c6ef60a	frit, for CRT tube production, at plant	65dc4cc3-669e-38dc-9ac8-e29444f02a08	frit, for CRT tube production, at plant	kg
6d6c5519-400d-330f-b87c-963378f306d3	silicon, multi-Si, casted, at plant	d4da2686-e433-3c5d-8e96-8d1ccb0287d6	silicon, multi-Si, casted, at plant	kg
d2468d8f-f96a-34a2-bff7-b786540f99e1	printed wiring board, mounted, Desktop PC mainboard, Pb containing, at plant	1879fe1f-4a85-3e15-a38c-e02f0d8541ab	printed wiring board, mounted, Desktop PC mainboard, Pb containing, at plant	kg
f7133de7-2728-3a34-9fc9-f0ceffbaed9a	petrol, 85% vol. ethanol, from Swedish wood, at service station	92e86e1e-4fb5-3e58-86e1-99f485cad000	petrol, 85% vol. ethanol, from Swedish wood, at service station	kg
71305f4c-ade2-3d45-82a9-0e274a198c3c	stretch blow moulding	cd017dd4-9e92-30f7-88c7-11d01609a846	stretch blow moulding	kg
